Model,auuc_mean,auuc_std,qini_mean,qini_std,lift_30_mean,lift_30_std,krcc_mean,krcc_std,latency_ms_mean,latency_ms_std
TARNet,0.1527830375246569,0.12398015812221373,0.1504900399540208,0.12334181339078541,1.0445817172527314,0.41175510682909366,0.10802701259292831,0.05609533315396154,0.0008548923736834347,0.00015981194082863258,208.65264293882584,0.08117038538861243
TARNet + ZILN,-0.026402856706657242,0.08912985500519309,-0.026719935723398015,0.08858954127623518,0.4121554046869278,0.2737311558035315,-0.019746592375734905,0.05632243431079489,0.0012892629237930143,0.0001975674861706096,1.909454233116574,0.01576885143770982
TARNet + ZILN + Focal,0.004909443472799269,0.0642664483843303,0.002918316792152281,0.06377762729962316,0.7136280536651611,0.20928082812281,0.031694316573777956,0.050501552796621337,0.0013260836324623488,7.916654979771635e-05,1.9975660741329193,0.5448599665746557
TARNet + ZILN + Focal + WR,-0.006082018883627693,0.14334182348856456,-0.007428485566661725,0.1424776407009276,0.359082555770874,0.4614975401108813,0.04226052288098656,0.08257146931779323,0.0013050319835007985,0.00012863994730699814,1.8886763519710965,0.2678272852210281
TARNet + ZILN + Focal + GTI,-0.041187071454212146,0.08311768932085921,-0.04311109334653848,0.0825906672874231,0.46957149505615237,0.24082549795699268,0.011387965976127658,0.03831598658558553,0.0016239997067441854,0.00019564510205054053,1.8391631523768104,0.02092015399134228
TARNet + ZILN + Focal + GTI + WR,-0.08181753525975846,0.185086922136313,-0.08201612250347527,0.1842926230767392,0.4718965709209442,0.4481385525643557,-0.01934370659162252,0.08610222424881916,0.0017356991790051794,0.0002732707412436745,1.802753308084276,0.026915265193326692
TARNet + UpliftRank,0.07255524509609561,0.09715435823802389,0.06948355270506115,0.09676948373982625,0.7922281801700592,0.5193839774577609,0.10067811564147924,0.03850973454532795,0.0007824478585005694,0.0001103533076344814,208.6373850663503,0.058831600322334414
TARNet + ZILN + UpliftRank,-0.018162475125309968,0.08506028209956716,-0.02037050584828199,0.08421124838452923,0.5530546605587006,0.40168700987960176,0.02889569656403431,0.05444136786007385,0.0014144522579841456,0.00026481571014413415,1.9006739649507733,0.01820875626888499
TARNet + RespRank,0.0006504595699871107,0.17280598811220052,-0.0015613324973505094,0.17177873661564122,0.618052500486374,0.47780137304686676,,,0.0007535575264774993,7.250088816228146e-05,208.82515116267737,0.07449806888463512
TARNet + ZILN + RespRank,0.038804941664641865,0.07210361492557672,0.03775990189851547,0.07180723280206136,0.5432503163814545,0.28305329158703413,0.03272525212381087,0.04960701179855859,0.0013558209664542094,0.00030761350696246244,1.895777416229248,0.02210045397505228
TARNet + RERUM,-0.035028942007178605,0.19339966772776485,-0.036218339509527755,0.19223144211140736,0.4124146938323975,0.2718433808046124,0.038253689902561804,0.09517281876888614,0.001420371172330156,0.00021822350028598617,2.023463696903653,0.3734082976655165
DragonNet,0.13198302018360047,0.13188117755612855,0.13144150166350144,0.1333841864294583,0.9228096663951874,0.4529720521775999,0.07609027265603505,0.04025863943242728,0.0008288732722770027,0.00016624388469952441,209.32579669952392,0.08684930836392356
DragonNet + ZILN,-0.04732143806951139,0.12564927814156074,-0.050243999590272245,0.12495774577166396,0.5637286156415939,0.4197651738696252,0.03806183198665921,0.056029204841444795,0.001406149537002794,0.00017586894445279505,2.791943600442674,0.5399743291228511
DragonNet + ZILN + Focal,-0.047302441943464425,0.06481852385410965,-0.049327411309697596,0.06402254880474553,0.5329330563545227,0.19906650315833352,0.006866182159844816,0.04103610894812085,0.0015962548277977996,0.0001295822342218107,2.5372029344240823,0.014539748855476181
DragonNet + ZILN + Focal + WR,-0.08780874946789219,0.14355563435509847,-0.08931339210755047,0.1421303146971968,0.2623442649841309,0.19809475650419323,-0.00905931118701207,0.0942893240800424,0.0014930390591983552,0.0003037276610867281,1.823262291484409,0.04118707206712919
DragonNet + ZILN + Focal + GTI,0.05788200741690439,0.08985374510770498,0.05732339873815839,0.09011096863037484,0.29975771009922025,0.5024619231679462,-0.003048099329142022,0.028999246869587984,0.0017291216588568518,0.0002451457023902787,1.8041866342226662,0.022311815327533343
DragonNet + ZILN + Focal + GTI + WR,-0.06926438277636464,0.07686284303542773,-0.0698575759170274,0.07668562302178551,0.42227251529693605,0.27620646096691237,-0.016217595424417707,0.05199044609694075,0.0016648452665677458,0.00022063049115463596,1.8223577181498207,0.015426440572976454
DragonNet + UpliftRank,0.12199085030420184,0.10940286321159542,0.12111274896087583,0.11027888840915774,0.7929595053195954,0.4113812564322065,0.08538678295146088,0.039979772495838915,0.000721002522708808,8.017636674369692e-05,209.3600925286611,0.05512847614697199
DragonNet + ZILN + UpliftRank,0.004655295473679821,0.07697444216927711,0.00067405883913636,0.0762374474092258,0.5465270340442657,0.2953275454044939,0.0656870802609365,0.07402917888400345,0.0016143387303472693,0.0002987205328674604,2.63807885117001,0.013805100199431201
DragonNet + RespRank,0.10688085397979033,0.10981050525002761,0.10444738969509253,0.10977863399033126,0.7284942269325256,0.4357346779249666,0.09951340795343686,0.04990884856823485,0.0009212844193370289,0.00010503281868014387,209.35267882876923,0.039605637902495335
DragonNet + ZILN + RespRank,-0.0011790568630480392,0.0865990431156745,-0.005650717247962528,0.08603423258400422,0.6502596139907837,0.23640023796024612,0.0847105126048616,0.03948674248819764,0.001711714747839083,0.00014048953706708367,2.6396651638878716,0.01365617085932359
