Model,auuc_mean,auuc_std,qini_mean,qini_std,lift_30_mean,lift_30_std,krcc_mean,krcc_std,latency_ms_mean,latency_ms_std
TARNet,-0.0694809876695652,0.059299711479510735,-0.0745023104684481,0.05845025933330217,0.5198459208011628,0.268172392118213,-0.03164415243179138,0.04149920776056113,0.0006563711694887492,5.753848996139169e-05
