Model,Dataset,auuc,qini,lift_30,krcc,late
TARNet,0.2201710922688557,0.2192414121466752,1.6837406158447266,0.1608312678343539,0.0006755476770596131
TARNet + ZILN,0.31772274281742197,0.3105339147338443,1.9959485292434693,0.16088307996947376,0.0019055368841561916
TARNet + ZILN + Focal,0.19547946258255333,0.19361794181920336,1.3818162083625793,0.0676082115962517,0.0018493728766164758
TARNet + ZILN + Focal + WR,0.08485116840077218,0.08313351117428162,1.1048767924308778,0.03570834646773442,0.0012639883152800967
TARNet + ZILN + Focal + GTI,0.17792150407143695,0.17946442887347622,1.1633392214775085,0.12832886719352612,0.0030668091508588837
TARNet + ZILN + Focal + GTI + WR,-0.05675460200818294,-0.05763696781098475,0.6779512673616409,-0.048706037575409686,0.001427272313283539
TARNet + RERUM + UpliftRank,0.12814430031966526,0.12119101298285076,1.3337191820144654,0.04808011209454162,0.0013226770062341625
TARNet + RERUM + UpliftRank + RespRank,0.14232875696188504,0.13435041845884532,1.1494827270507812,0.03769202449235823,0.001085483247275213
DragonNet,0.20005844785761506,0.20045198975843284,1.5758826732635498,0.14327666095139355,0.0006721224777176049
DragonNet + ZILN,0.2339438109936558,0.22990336725057828,1.5398811101913452,0.11137694778379303,0.00134580441120019
DragonNet + ZILN + Focal,0.11678083445589223,0.118752689591892,1.2685678124427795,0.054149932270954146,0.0012292919755690676
DragonNet + ZILN + Focal + WR,0.11667985707964026,0.11699282282262893,1.059027945995331,0.06032726517804547,0.0012437894886740421
DragonNet + ZILN + Focal + GTI,0.01782692578064642,0.02028726252586489,0.8033549904823303,0.013434575850922401,0.00200773017365913
DragonNet + ZILN + Focal + GTI + WR,-0.034070071205819744,-0.03809767916443718,0.8758196473121643,-0.049775637395468364,0.0013606902860543685
DragonNet + RERUM + UpliftRank,0.2921442699900211,0.2826411034724944,1.6133095264434814,0.1398234972860865,0.0010844790708033252
DragonNet + RERUM + UpliftRank + RespRank,0.29456101940747825,0.28498948916858785,1.613167119026184,0.14688484984963557,0.0012163144062966014
CFR-MMD,0.22224069770713126,0.2212458484119101,1.7096792459487915,0.15156834733771224,0.0007195743312009642
CFR-MMD + ZILN,0.3214422905763107,0.3140692625388613,2.0067279815673826,0.1726057160937465,0.0011055183482754018
CFR-MMD + ZILN + Focal,0.19929154177022823,0.19727656425212128,1.4058507680892944,0.09198203683789495,0.00121645800091371
CFR-MMD + ZILN + Focal + WR,0.07628541370527755,0.0742591061609689,0.9344949364662171,0.043053893283498214,0.0011931644766763846
CFR-MMD + ZILN + Focal + GTI,0.10466122520250168,0.10213904536352376,0.8674774646759034,0.037772128303894086,0.0014518687471943982
CFR-MMD + ZILN + Focal + GTI + WR,0.2176755569273443,0.219124321322556,1.2805997610092164,0.13825498616330084,0.0015030244488383896
CFR-MMD + RERUM + UpliftRank,0.19062100666027368,0.18359626228586792,1.3592073917388916,0.08906213966963027,0.0012331566399341424
CFR-MMD + RERUM + UpliftRank + RespRank,0.16258634624548482,0.15556507670626268,1.0811143219470978,0.07371134203578218,0.001030114406557295
CFR-WASS,0.16739840859653027,0.1649192623947042,1.5571225881576538,0.11272699053241755,0.0007606324260476527
CFR-WASS + ZILN,0.18288322193259643,0.188109782357372,1.198388159275055,0.12123746484594133,0.0013269594087712327
CFR-WASS + ZILN + Focal,0.24281597907428995,0.24433625616414675,1.4015510320663451,0.11915590920018977,0.0011510668232397585
CFR-WASS + ZILN + Focal + WR,0.07877070880144846,0.08056531425569637,1.1759883761405945,0.04329549614521696,0.001204197043514959
CFR-WASS + ZILN + Focal + GTI,0.06449039233879049,0.07042654394309802,0.7808535397052765,0.04286753280098789,0.0012252811824213796
CFR-WASS + ZILN + Focal + GTI + WR,0.021026496615269386,0.025803640949078166,0.4133516073226929,0.012460477271676373,0.0013089561706620492
CFR-WASS + RERUM + UpliftRank,0.09881603891264698,0.09849695304298808,1.17363041639328,0.04642286279739157,0.0012391335522669912
CFR-WASS + RERUM + UpliftRank + RespRank,0.1582690153549399,0.1570749453313529,1.2195570945739747,0.08694560842819146,0.0011971165649499597
